İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat,URL,Ağır Hasarlı
26513667,23 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,152.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,2 boyalı,,Sahibinden,664.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26513667,
26519277,23 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2012,217.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,540.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26519277,
24457861,23 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2018,228.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,675.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-stapway-2018-model-1-5-dci-90-beygir-easy-cok-temiz-bakimli/24457861,
24418689,23 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,95.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,745.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/hatasiz-boyasiz-kayitsiz-boncuk/24418689,
23026108,22 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,150.000 km,Yarı Otomatik,Dizel,Hatchback/5,Lacivert,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,735.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/23026108,
26509440,22 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,156.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,Takasa Uygun,Galeriden,598.750 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2016-dacia-stepway-1-5-dci-hatasiz-aksesuarli-156-000-km/26509440,
26376851,22 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,75.000 km,Otomatik,Dizel,Hatchback/5,Mavi,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,750.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/otomatik-vites-degisensiz-dacia-sandero-stepway-1-5-dizel/26376851,
26502075,21 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,140.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,600.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model-0538-203-4058-gereken-bilgi-verilir/26502075,
26500191,21 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,92.000 km,Düz,Dizel,Hatchback/5,Kahverengi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,-,Sahibinden,665.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26500191,
26495934,21 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,87.000 km,Düz,Dizel,Hatchback/5,Lacivert,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,,Sahibinden,755.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/temiz-aile-araci/26495934,
25605679,21 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,255.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,Takasa Uygun,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/25605679,
26491104,21 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,104.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,2 değişen,,Sahibinden,685.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26491104,
26486328,21 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,145.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,655.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26486328,
26485765,21 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2020,80.000 km,Düz,Dizel,Hatchback/5,Beyaz,,,,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,610.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2020-model/26485765,
26483589,20 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2014,202.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),,,,İkinci El,,,"1 değişen, 8 boyalı",,Sahibinden,500.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26483589,
26479031,20 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,156.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,675.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26479031,
26477864,20 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,122.500 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,680.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26477864,
26476256,20 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,220.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,5 boyalı,,Sahibinden,560.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26476256,
26475670,20 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,72.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,665.500 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26475670,
26473834,19 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2012,179.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,580.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26473834,
26471617,19 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,147.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,,Sahibinden,665.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/2016-otomatik-stepway-degiseniz-boyasiz-hasar-kayitsiz/26471617,
25935139,19 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,93.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,590.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/25935139,
26463592,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,104.250 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,695.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26463592,
26462002,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,133.500 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26462002,
26466418,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,98.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,,Sahibinden,725.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26466418,
26467075,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,91.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,2 boyalı,,Sahibinden,736.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26467075,
26460232,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,139.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,700.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26460232,
26171830,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,89.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,740.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/ankarada-hatasiz-sahibinden/26171830,
26458252,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,69.970 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,765.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26458252,
26457400,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,205.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,,Sahibinden,630.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26457400,
26454274,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2014,157.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,,Sahibinden,630.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26454274,
26453246,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,133.000 km,Düz,Dizel,Hatchback/5,Lacivert,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,Takasa Uygun,Sahibinden,658.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26453246,
26221755,18 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,123.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,610.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/hilal-oto-galeri-den-bakimli-2015-sandero/26221755,
26448745,17 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,161.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26448745,
26324711,17 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2013,109.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,610.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/ilhan-turgut-auto-dan-dacia-sandero-stepway-109-binde/26324711,
25908324,17 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2013,94.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/93-000-de-hasarsiz-tum-bakimi-yaptirilmis-yenilenmis-sifir-masrafli-ilk-sahibinden/25908324,
25923917,17 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,270.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,565.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/25923917,
26445106,17 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,395.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,4 boyalı,,Sahibinden,450.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26445106,
26444976,17 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,102.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,715.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26444976,
22823763,17 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,91.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,630.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/galeriden-dacia-sandero-1-5-dci-stepway-2016-model-adana/22823763,
25907250,16 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,161.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"6 değişen, 2 boyalı",Takasa Uygun,Sahibinden,500.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/dacia-sandero-1-5-dci-2015-model-160binde-bakimli-masrafsiz-satilik/25907250,
26221784,16 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2013,198.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun,Galeriden,595.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/hilal-oto-galeri-den-bakimli-2013-sandero/26221784,
26434905,15 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,151.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,645.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26434905,
23407295,15 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,108.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,700.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/23407295,
26435628,14 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,58.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,675.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-58-bin-de-dacia-sandero-1-5-dci-stepway-2016-model-adana/26435628,
24577246,14 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,83.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,665.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/galeriden-dacia-sandero-1-5-dci-stepway-2015-model-erzincan/24577246,
26181133,14 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,78.471 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,649.900 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/otomobil-dacia-sandero-hatchback-1-5-dci-stepway/26181133,
26426997,13 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,113.900 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 1 boyalı",,Sahibinden,635.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26426997,
26423518,13 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,105.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,645.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26423518,
26422784,13 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,138.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/ogretmenden-dacia-sandero-1-5-dci-stepway-2016-model/26422784,
26421993,13 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2014,152.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,1 boyalı,,Sahibinden,610.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26421993,
25956705,13 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,78.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,665.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/erdogdu-auto-dan-2015-model-dacia-stepvay/25956705,
26414092,12 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,90.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"3 değişen, 2 boyalı",,Sahibinden,580.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26414092,
26411065,12 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2018,190.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,645.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26411065,
26410979,12 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2018,190.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,645.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26410979,
26409415,12 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2012,62.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,2 boyalı,Takasa Uygun,Sahibinden,535.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26409415,
22652754,12 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2012,152.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,560.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/dacia-sandero-1-5-dci-stepway-2012-km-138000-manuel-dizel/22652754,
26407291,11 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2013,98.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,620.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26407291,
16378360,11 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,76.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,663.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/16378360,
26401000,11 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2013,183.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,570.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26401000,
26396537,11 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,123.500 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,2 boyalı,,Sahibinden,635.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26396537,
25749669,11 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,192.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,70 hp,Önden Çekiş,İkinci El,,50 lt,5 boyalı,Takasa Uygun,Galeriden,495.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/haxel-auto-2015model-daccia-sandero-stepway-1-5-blue-dci-95-hp/25749669,
24089157,11 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2014,201.250 km,Düz,Dizel,Hatchback/5,Mavi,1201 - 1400 cm3,101 - 125 HP,,İkinci El,,,"2 değişen, 9 boyalı",Takasa Uygun Değil,Galeriden,500.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2014-dacia-sandero-stepway-eco-mod/24089157,Evet
26392309,10 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,155.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model-diyarbakir-99-000-km-siyah/26392309,
